Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,768456,148247	,M/E PLAIN PANINI,72X125GRM,NA,£12.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Retail Grocery,771450,5000157142405	,HEINZ VEGETABLE POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,Heinz Vegetable Pot Soup 355g,No
Retail Grocery,771445,5000157143310	,HEINZ MUSHROOM POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,"The delicious taste of Heinz Soup: now ready at the touch of a button. Ping!With a blend of glorious mushrooms, this great tasting soup is made for you when you're looking for a quick delicious lunch. All you need is a microwave, a spoon and a few minutes. Simply heat in the pot, serve and enjoy! Love our Heinz Mushroom Pot Soup as much as we do? Try the rest of our Pot Soup range, including: Cream of Tomato, Cream of Chicken and Vegetable.",No
Retail Grocery,740563,5098732002497	,ERIN COUNTRY VEG SOUP,30 x 75grm,£0.59,£12.99,0.0%,In Stock,Boyne Valley Foods Limited,Erin Thick Country Vegetable Soup 72g,No
Retail Grocery,721776,5098732002428	,ERIN FARMHOUSE VEG SOUP,30 x 75grm,£0.59,£12.99,0.0%,In Stock,Boyne Valley Foods Limited,Erin Simmer Farmhouse Vegetable Soup 75g,No
Retail Grocery,715633,5098732002473	,ERIN POTATO & LEEK SOUP,30 x 74grm,£0.59,£12.99,0.0%,In Stock,Boyne Valley Foods Limited,Erin Potato & Leek Soup 74g,No
Retail Grocery,715630,5098732002442	,ERIN CHICKEN VEG SOUP,30 x 76grm,£0.59,£12.99,0.0%,In Stock,Boyne Valley Foods Limited,Erin Simmer Chicken & Vegetable Soup 76g,No
Retail Grocery,743826,5000157074836	,HEINZ CHICKEN CUP SOUP,6X76GRM,£1.09,£4.99,0.0%,In Stock,Heinz,"A mugful of delicious Heinz Soup: ready in an instant.Get stuck into wonderfully silky chicken comfort  without the discomfort of cooking from scratch. With absolutely no artificial preservatives or colours, our delicious Cream of Chicken dry soup comes in a convenient sachet - perfect for when you want your favourite soup, in an instant. Love our Heinz Chicken Cup Soup as much as we do? Try the rest of our Cup Soup range, including: Cream of Tomato, Vegetable and Cream of Mushroom.",No
Retail Grocery,743822,5000157074829	,HEINZ TOMATO CUP SOUP,6X88GRM,£1.09,£4.99,0.0%,In Stock,Heinz,"A mugful of delicious Heinz Soup: ready in an instant.Take rich, tomatoey satisfaction with you wherever you go  then tuck in whenever you fancy. With absolutely no artificial preservatives or colours, our delicious Cream of Tomato dry soup comes in a convenient sachet - perfect for when you want your favourite soup, in an instant. Love our Heinz Tomato Cup Soup as much as we do? Try the rest of our Cup Soup range, including: Cream of Chicken, Vegetable and Cream of Mushroom.",No
Retail Grocery,517258,5000175413334	,BATCHELORS BIGGA PEAS,24 x 300grm,£0.49,£9.29,0.0%,In Stock,Batchelors,"To see how versatile peas are, go to www.batchelorspeas.co.uk",No
Retail Grocery,517348,5000175413426	,BATCHELORS BIGGA PEAS,24X538GRM,£0.89,£15.99,0.0%,In Stock,Batchelors,"To see how versatile peas are, go to www.batchelorspeas.co.uk",No
Retail Grocery,116178,5000354403156	,F/B MEATBALLS IN GRAVY,12 x 380grm,£0.99,£8.69,0.0%,In Stock,Fray Bentos,Fray Bentos Chicken Meatballs in Gravy 380g,No
Retail Grocery,415669,5012427044203	,F/B MEATBALLS IN TOMATO SAUCE,12 x 380grm,£0.99,£8.69,0.0%,In Stock,Fray Bentos,Fray Bentos Chicken Meatballs in Tomato Sauce 380g,No
Retail Grocery,721724,5010024107536	,BISTO GRANULES ONION,12 x 170grm,£1.09,£9.99,0.0%,In Stock,Bisto,To discover more about Bisto and our great range of products visit http://www.bisto.co.uk/,No
Retail Grocery,196411,5000232901422	,BATCHELORS MUSHY PEAS,24 x 300grm,£0.49,£9.29,0.0%,In Stock,Batchelors,"To see how versatile peas are, go to www.batchelorspeas.co.uk",No
Retail Grocery,691178,5000157066312	,HEINZ BEANZ SNAP POTS 4PK,6 x 200grm,£2.69,£12.19,0.0%,In Stock,Heinz,Heinz Baked Beanz Snap Pots 4 x 200g,No
Retail Grocery,485796,5011022026034	,GDF GARLIC MILL,6 x 50grm,£1.69,£7.89,0.0%,In Stock,Giovanni di Firenze,Giovanni di Firenze Garlic Mill 50g,No
Retail Grocery,580801,5000157078810	,HEINZ BEANZ NAS SNAP POT4PK,6 x 200grm,£2.69,£12.19,0.0%,In Stock,H.J.Heinz,HIGH PROTEIN*.*Protein contributes to a growth in muscle mass.FULL OF BEANZ.We're partnering with Magic Breakfast  on their mission to ensure no child is too hungry to learn.Our protein rich beanz will be sent out to schools at breakfast time to keep little ones full of beanz whilst they're learning.You can support too at: www.magicbreakfast.com1 of your 5 a day when eaten as part of a balanced diet.,No
Retail Grocery,707481,5000108030553	,OATSO SIMPLE GOLDEN SYRUP,9X360GRM,£1.59,£10.99,0.0%,In Stock,Quaker Oats,"Help Feed a Child's Potential1 pack = 1 breakfast donated*Breakfast Can Set You up For the Day, but Hunger Can Hold You Back for Life.At Quaker we believe every child has the right to the fire inside, but for the 1 in 8 children at risk of hunger in the UK(1) an empty bowl is too often the reality at the start of their day. That's why we've partnered with Magic Breakfast clubs since 2009, feeding hungry children before school with a nutritious breakfast to fuel their concentration and learning so they can go on to reach their full potential(2). Now you can help make a difference too, as  every special pack of Quaker you buy will help provide an extra 500,000 bowls of porridge* to school children in need.*For each Quaker promotional pack sold up to a maximum of 500,000 packs, Magic Breakfast will receive 1 bowl of porridge which is equivalent to one 27g sachet of Quaker",No
Retail Grocery,665008,5053827170017	,FROSTIES 2.99,8 x 500grm,£2.99,£16.29,0.0%,In Stock,Kelloggs,Enjoy as part of a varied & balanced diet and a healthy lifestyle.£2.99**Recommended Retail Price,No
Retail Grocery,664176,5053827169899	,CRUNCHY NUT 2.99,8 x 500grm,£2.99,£16.29,0.0%,In Stock,Kelloggs,Enjoy as part of a varied & balanced diet and a healthy lifestyle.,No
Retail Grocery,485794,5011022026027	,GDF MEDITERRANEAN SEA SALT,6 x 90grm,£1.69,£7.89,0.0%,In Stock,Giovanni di Firenze,Giovanni di Firenze Mediterranean Sea Salt Mill 90g,No
Retail Grocery,101772,5000157024886	,HEINZ BEANZ IN TOMATO SAUCE 4 PACK,6 x 415grm,£3.39,£14.69,0.0%,In Stock,Heinz,Heinz Beanz in a Rich Tomato Sauce 4 x 415g,No
Retail Grocery,485792,5011022026010	,GDF BLACK PEPPER MILL,6X45GRM,£1.69,£7.89,0.0%,In Stock,Giovanni di Firenze,Giovanni di Firenze Black Peppercorn Mill 45g,No
Retail Grocery,116922,5011009305206	,MCKINNEYS ICING SUGAR,12 x 500grm,£0.89,£7.69,0.0%,In Stock,McKinney's,For more recipes please visit: www.mckinneys.co.uk,No
Retail Grocery,792519,4002359014819	,BENS SWEET & SOUR SAUCE,6 x 450grm,£1.19,£5.29,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalVisit our website to see how we are working to offer everyone a seat at the table.Our sauces? Still as delicious as ever.,No
Retail Grocery,792509,4002359014741	,BENS CURRY SAUCE MEDIUM,6X440GRM,£1.19,£5.29,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalOur sauces? Still as delicious  as ever. Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,484864,5011009302793	,McKINNEYS CASTER SUGAR,10 x 1kgm,£1.00,£7.59,0.0%,In Stock,McKinney's,For further information and recipes go to: www.mckinneys.co.uk,No
Retail Grocery,719780,5011009300317	,MCKINNEYS SURE SET SUGAR,10 x 1kgm,£1.39,£9.99,0.0%,In Stock,McKinney's,"For further Jam, Jellies and Marmelade recipes please  visit www.mckinneys.co.uk",No
Retail Grocery,792511,4002359014802	,BENS SWEET&SOUR EX PINEAPPLE,6 x 450grm,£1.19,£5.29,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalOur sauces? Still as delicious  as ever. Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,755048,5000354914348	,BATCH S/N CHICKEN 1.09,8X90GRM,£1.09,£3.99,0.0%,In Stock,Premier Foods UK Ltd,"The Nation's Favourite††The Nation's Favourite Noodle  block based on IRI All Outlets Unit Sales 52 w/e 17/10/2020, UK, Savoury Noodle Blocks",No
Retail Grocery,755047,5000354914355	,BATCH S/N BBQ 1.09,8X90GRM,£1.09,£3.99,0.0%,In Stock,Premier Foods UK Ltd,£1.09 RRP,No
Retail Grocery,768290,5012427290105	,F/B MEATBALL CHILLI SAUCE,12 x 380grm,£0.99,£8.69,0.0%,In Stock,Stafford Lynch,Fray Bentos Chicken Meatballs in Chilli Sauce 380g,No
Retail Grocery,792499,4002359014673	,BENS CHILLI SAUCE MEDIUM,6 x 450grm,£1.19,£5.29,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's OriginalOur sauces? Still as delicious  as ever. Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,761378,5000171055002	,JOHN WEST TUNA BRINE 4PK,12 x 145grm,£3.99,£37.99,0.0%,In Stock,Stafford Lynch,Track Your Can100% Traceablejohn-west.co.ukFor tasty recipes or to trace the story behind your can visit www.john-west.com,No
Retail Grocery,761377,5000171055019	,JOHN WEST TUNA OIL 4PK,12 x 145grm,£3.99,£37.99,0.0%,In Stock,Stafford Lynch,Track Your Can100% Traceablejohn-west.comFor tasty recipes or to trace the story behind your can visit www.john-west.com,No
Retail Grocery,529728,50126033	,HARTLEYS RTE RASPBERRY JELLY,12 x 125grm,£0.49,£3.49,0.0%,In Stock,Hartley's,Hartley's Jelly Raspberry Flavour 125g,No
Retail Grocery,529738,50126064	,HARTLEYS RTE STRAWBERRY JELLY,12 x 125grm,£0.49,£3.49,0.0%,In Stock,Hartley's,Hartley's Jelly Strawberry Flavour 125g,No
Retail Grocery,529718,50126057	,HARTLEYS RTE ORANGE JELLY,12 x 125grm,£0.49,£3.49,0.0%,In Stock,Hartley's,Hartley's Jelly Orange Flavour 125g,No
Retail Grocery,792478,5010034011519	,BENS MEXICAN MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
Retail Grocery,742104,5000232828750	,CRISP N DRY,15 x 1ltr,£1.89,£20.99,0.0%,In Stock,Crisp 'n Dry,Crisp 'n Dry Simply 100% Rapeseed Oil 1 Litre,No
Retail Grocery,138918,5000232828774	,CRISP N DRY OIL,8 x 2ltr,£3.99,£22.95,0.0%,In Stock,Crisp 'n Dry,Crisp 'n Dry Simply 100% Rapeseed Oil 2L,No
Retail Grocery,792477,501034011618	,BENS LONG GRAIN MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,NA,No
Retail Grocery,792476,5010034011526	,BENS GOLDEN VEG MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
Retail Grocery,792475,5010034011410	,BENS EGG FRIED MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.ukto find out more about our commitments.,No
Retail Grocery,789209,5000354913969	,BATCH PNS MAC & CHEESE 1.09,7X99GRM,£1.09,£3.59,0.0%,In Stock,Premier Foods UK Ltd,Batchelors Pasta 'n' Sauce Mac 'n' Cheese 99g,No
Retail Grocery,792474,5010034011656	,BENS BASMATI MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.uk to  find out more about our commitments.,No
Retail Grocery,755054,5000354913877	,BATCH PNS CHE/LK/HAM 1.09,7X99GRM,£1.09,£3.59,0.0%,In Stock,Premier Foods UK Ltd,"Batchelors Pasta 'n' Sauce Cheese, Leek & Ham Flavour  99g",No
Retail Grocery,673602,50457236	,HEINZ TOMATO KETCHUP,8X910GRM,£2.99,£17.99,0.0%,In Stock,H.J.Heinz,Check out our tomato ketchup recipes at Heinz.co.uk,No
Retail Grocery,519696,50457014	,HEINZ MAYONNAISE SQUEEZY,10X220GRM,£1.09,£8.69,0.0%,In Stock,H.J.Heinz,Heinz Seriously Good Mayonnaise 215g,No
Retail Grocery,531284,5050665028968	,RAGU SMOOTH BOLOGNESE,6 x 500grm,£1.19,£5.39,0.0%,In Stock,Tennant & Ruttle,Ragu Original Smooth Bolognese Sauce 500g,No
Retail Grocery,767455,5011022002410	,PANDA SMOOTH PEANUT BUTTER,12 x 340grm,£1.59,£14.59,0.0%,In Stock,Panda,Panda American Style Smooth,No
Retail Grocery,767454,5011022002427	,PANDA CRUNCHY PEANUT BUTTER,12 x 340grm,£1.59,£14.59,0.0%,In Stock,Panda,Panda American Style Crunchy,No
Retail Grocery,531268,5050665035249	,RAGU CHUNKY BOLOGNESE,6 x 500grm,£1.19,£5.39,0.0%,In Stock,Tennant & Ruttle,Ragu Original Chunky Bolognese Sauce 500g,No
Retail Grocery,792530,5010034011540	,BENS WHOLEGRAIN MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
Retail Grocery,792510,5010034011595	,BENS SPICY MEXICAN MICRORICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,"Discover Ben's Original™When we started out we had one goal: to bring you the world's best rice. Now, we also want to make a better world.Today, Ben's Original™ is supporting underserved communities to offer everyone a seat at the table. And our rice? It's still as delicious as ever.Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover  more on our websiteVisit bensoriginal.co.uk to find out more about our commitments.We're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as part of our  sustainability programme.",No
Retail Grocery,707425,5000232904836	,BATCH COND CHICKEN SOUP,12 x 295grm,£0.85,£6.99,0.0%,In Stock,Batchelors,Batchelors Condensed Soup Cream of Chicken 295g,No
Retail Grocery,792529,5010034011588	,BENS THAI SWEET CHILLI MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,The rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,792489,5010034011625	,BENS PILAU MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensooriginal.co.uk to find out more about our commitments.,No
Retail Grocery,392896,5000157062741	,HEINZ VEGETABLE SOUP,24 x 400grm,£0.99,£17.99,0.0%,In Stock,Heinz,"Nothing says 'home' like a deliciously warming bowlful of Heinz soup.Packed with tomatoes, peas, carrots and plenty more v",No
Retail Grocery,707419,5000232901040	,BATCH COND MUSHROOM SOUP,12 x 295grm,£0.85,£6.99,0.0%,In Stock,Batchelors,Batchelors Condensed Soup Cream of Mushroom 295g,No
Retail Grocery,792584,4002359014680	,BENS CHILLI CON CARNE 1.99,6 x 450grm,£1.99,£5.29,0.0%,In Stock,Mars Food UK Ltd,Discover Ben's Original™Our sauces? Still as delicious as ever.Visit our website to see how we are working to offer everyone a seat at the table.,No
Retail Grocery,392888,5000157062673	,HEINZ SOUP TOMATO,24 x 400grm,£0.99,£17.99,0.0%,In Stock,Heinz,Good to know1 of your 5 a day in 1/2 a can when eaten  as part of a balanced diet.,No
Retail Grocery,755053,5000354913860	,BATCH PNS CHIC/MUSH 1.09,7X99GRM,£1.09,£3.59,0.0%,In Stock,Premier Foods UK Ltd,Batchelors Pasta 'n' Sauce Chicken & Mushroom Flavour  99g,No
Retail Grocery,232755,5010046011583	,GREEN GIANT CORN NIBLETSTRIPLE PK,8X198GRM,£1.89,£11.79,0.0%,In Stock,Green Giant,For more information visit www.greengiant.eu,No
Retail Grocery,392887,5000157062680	,HEINZ CHICKEN SOUP,24 x 400grm,£0.99,£17.99,0.0%,In Stock,Heinz,"Nothing says home like a deliciously warming bowlful of Heinz soup.Prepared to a time-honoured recipe and finished off with tender pieces of chicken, this is one rich and creamy blend that will never get old. With absolutely no artificial colours, flavours or preservatives, our chicken soup tastes perfect with a fresh, warm brown roll or croutons. Love our Heinz Cream of Chicken Soup as much as we do? Try the rest of our Classics range, including: Cream of Tomato, Vegetable and our new Cream of Tomato with a kick of chilli.",No
Retail Grocery,755052,5000354913853	,BATCH PNS CHE&BROC 1.09,7X99GRM,£1.09,£3.59,0.0%,In Stock,Premier Foods UK Ltd,Batchelors Pasta 'n' Sauce Cheese & Broccoli 99g,No
Retail Grocery,755049,5000354914331	,BATCH S/N CURRY 1.09,8X90GRM,£1.09,£3.99,0.0%,In Stock,Premier Foods UK Ltd,"The Nation's Favourite††The Nation's Favourite Noodle  block based on IRI All Outlets Unit Sales 52 w/e 17/10/2020, UK, Savoury Noodle Blocks",No
Retail Grocery,449095,5000157025746	,HEINZ BEANS 3 PACK,8 x 200grm,£1.99,£11.49,0.0%,In Stock,Heinz,"Beanz Meanz HeinzWe could tell you that our Beanz are  hard to beat. That they're brimming with deliciously rich, tomatoey flavour. But you already know that. Because you know what Beanz Meanz...Heinz baked beans don't just taste great, but are nutritious too; high in fibre, high in protein and low in fat, as well as contributing to 1 of your 5 a day. Packed full of quality ingredients... it has to be Heinz. Love our Heinz Beanz as much as we do? Discover the rest of our range, including organic and no added sugar varieties! Heinz Beanz come in a variety of multipacks, perfect for when you need to feed the whole family!",No
Retail Grocery,792490,5010034011557	,BENS SAVOURY CHICKEN MICRO RICE,6 x 250grm,£1.29,£5.49,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week. Discover more  on our websiteThe rice in this pouch has been grown as part  of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,759819,5000232902450	,BRANSTON BEANS,24X410GRM,£0.65,£10.99,0.0%,In Stock,Branston,Branston Baked Beans in a Rich and Tasty Tomato Sauce  410g,No
Retail Grocery,778409,5000108030539	,QUAKER OATSO SIMPLE APPLE & B/BERRY,6 x 360grm,£1.59,£7.39,0.0%,In Stock,Walkers Ltd,Did you know,No
Soft Drinks,754919,5000382106920	,BARR CREAM SODA 49P,24 x 330mls,£0.49,£5.59,20.0%,In Stock,Tennant & Ruttle,"For more information on this product visit www.barrflavours.co.uk,",No
Soft Drinks,754921,5000382107040	,BARR SHANDY 49P,24 x 330mls,£0.49,£5.59,20.0%,In Stock,Tennant & Ruttle,"For more information on this product, please write to  us at",No
Soft Drinks,754920,5000382107095	,BARR PINEAPPLE 49P,24 x 330mls,£0.49,£5.59,20.0%,In Stock,Tennant & Ruttle,"For more information on this product, please write to  us at",No
Soft Drinks,754918,5000382106845	,BARR COLA 49P,24 x 330mls,£0.49,£5.59,20.0%,In Stock,Tennant & Ruttle,"For more information on this product, please write to  us at",No
Soft Drinks,766288,5060337503778	,MONSTER ULTRA ZERO 4PK,6 x 500mls,£3.99,£12.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Monster Energy Ultra  4 x 500ml,No
Soft Drinks,754917,5000382107033	,BARR BUBBLEGUM 49P,24 x 330mls,£0.49,£5.59,20.0%,In Stock,Tennant & Ruttle,"For more information on this product, please write to  us at www.barrflavours.co.uk,",No
Soft Drinks,178532,5060166695576	,MONSTER ENERGY ORIGINAL CAN 4 PACK,6 x 500mls,£3.99,£14.99,20.0%,In Stock,Monster,"Tear into a can of Monster Energy, the meanest energy  drink on the planet.It's the ideal combo of the right ingredients in the right proportion to get the job done like only  Monster can.Monster has an intense but smooth flavour.Athletes, musicians, anarchists, students, road warriors, metal heads, geeks, hipsters, and bikers dig it - you will too.Unleash the Beast! ®",No
"Health, Beauty & Baby",799527,5000231008771	,BRYLCREEM EXTREME GEL,6 x 150mls,£2.49,£9.49,20.0%,In Stock,Brylcreem,Brylcreem Extreme Hair Gel 150ml,No
"Health, Beauty & Baby",665396,8710447250259	,LYNX APA GOLD,6 x 150mls,£2.49,£8.79,20.0%,In Stock,Unilever Ireland Personal Care,Lynx Gold Anti White Marks Anti-perspirant Deodorant Spray for Men 150ml,No
Soft Drinks,779479,5000382111344	,RUBICON RASP/B/BRY 1.29 RAW,12 x 500mls,£1.29,£7.29,20.0%,In Stock,Tennant & Ruttle,"Rubicon Raw Energy Raspberry & Blueberry 500ml, PMP, £1.29",No
"Health, Beauty & Baby",665395,8710447180716	,SURE FM SPORT COOL,6 x 150mls,£1.29,£4.59,20.0%,In Stock,Unilever Ireland Personal Care,Sure Sport Cool Anti-perspirant Deodorant Aerosol 150ml,No
Soft Drinks,779478,5000382111429	,RUBICON ORG/MANGO 1.29 RAW,12 x 500mls,£1.29,£7.29,20.0%,In Stock,Tennant & Ruttle,"Rubicon Raw Energy Orange & Mango 500ml, PMP, £1.29",No
